,Id,LotFrontage,LotArea,OverallQual,YearBuilt,ExterQual,BsmtQual,TotalBsmtSF,GrLivArea,AllBathNum,TotRmsAbvGrd,SalePrice
1441,1442,70.04995836802665,4426,6,2004,Gd,Gd,848,848,2.0,3,149300
1442,1443,85.0,11003,10,2008,Ex,Ex,1017,2007,3.5,10,310000
1443,1444,70.04995836802665,8854,6,1916,TA,TA,952,952,1.0,4,121000
1444,1445,63.0,8500,7,2004,Gd,Gd,1422,1422,2.0,7,179600
1445,1446,70.0,8400,6,1966,TA,TA,814,913,2.0,6,129000
1446,1447,70.04995836802665,26142,5,1962,TA,TA,1188,1188,1.0,6,157900
1447,1448,80.0,10000,8,1995,Gd,Gd,1220,2090,3.5,8,240000
1448,1449,70.0,11767,4,1910,TA,Fa,560,1346,1.5,6,112000
1449,1450,21.0,1533,5,1970,TA,Gd,630,630,2.0,3,92000
1450,1451,60.0,9000,5,1974,TA,Gd,896,1792,3.0,8,136000
1451,1452,78.0,9262,8,2008,Gd,Gd,1573,1578,2.0,7,287090
1452,1453,35.0,3675,5,2005,TA,Gd,547,1072,2.0,5,145000
1453,1454,90.0,17217,5,2006,TA,Gd,1140,1140,1.0,6,84500
1454,1455,62.0,7500,7,2004,Gd,Gd,1221,1221,3.0,6,185000
1455,1456,62.0,7917,6,1999,TA,Gd,953,1647,2.5,7,175000
1456,1457,85.0,13175,6,1978,TA,Gd,1542,2073,3.0,7,210000
1457,1458,66.0,9042,7,1941,Ex,TA,1152,2340,2.0,9,266500
1458,1459,68.0,9717,5,1950,TA,TA,1078,1078,2.0,5,142125
1459,1460,75.0,9937,5,1965,Gd,TA,1256,1256,2.5,6,147500
